"lineage","aligned_length_bp","n_ambiguous_bases","n_gaps","n_stop_codons","has_stop_codon","shorter_than_frame","in_synonymy_group"
"P_BLENOT02",476,0,3,0,FALSE,TRUE,FALSE
"P_BLESY02",479,0,0,0,FALSE,FALSE,FALSE
"P_BLESY03",476,0,3,0,FALSE,TRUE,FALSE
"P_BLESY04",476,0,3,0,FALSE,TRUE,FALSE
"P_BLESY05",479,0,0,0,FALSE,FALSE,FALSE
"P_BLESY06",476,0,3,0,FALSE,TRUE,FALSE
"P_BLUTI02",440,0,39,0,FALSE,TRUE,FALSE
"P_BLUTI03",440,0,39,0,FALSE,TRUE,FALSE
"P_BLUTI04",440,0,39,0,FALSE,TRUE,FALSE
"P_BLUTI05",440,0,39,0,FALSE,TRUE,FALSE
"P_BLUTI06",440,0,39,0,FALSE,TRUE,FALSE
"P_BLUTI07",440,0,39,0,FALSE,TRUE,FALSE
"P_BLUTI08",440,0,39,0,FALSE,TRUE,FALSE
"P_BLUTI10",444,0,35,0,FALSE,TRUE,FALSE
"P_BRABAN01",479,0,0,0,FALSE,FALSE,FALSE
"P_BSR1",478,1,1,0,FALSE,TRUE,FALSE
"P_BSR2",478,0,1,0,FALSE,TRUE,FALSE
"P_BT6",479,0,0,0,FALSE,FALSE,FALSE
"P_BT7",479,0,0,0,FALSE,FALSE,TRUE
"P_BT8",479,0,0,0,FALSE,FALSE,FALSE
"P_BT9",417,1,62,0,FALSE,TRUE,FALSE
"P_BTGOD01",401,1,78,0,FALSE,TRUE,FALSE
"P_BUBBUB03",479,0,0,0,FALSE,FALSE,TRUE
"P_BUBSCA01",479,0,0,0,FALSE,FALSE,FALSE
"P_BUL04",479,0,0,0,FALSE,FALSE,FALSE
"P_BUL05",479,0,0,0,FALSE,FALSE,FALSE
"P_BUL06",479,0,0,0,FALSE,FALSE,FALSE
"P_BUL07",479,0,0,0,FALSE,FALSE,FALSE
"P_BUSTR03",477,0,2,0,FALSE,TRUE,FALSE
"P_BUTBUT02",479,0,0,0,FALSE,FALSE,FALSE
"P_BUTBUT06",479,0,0,0,FALSE,FALSE,FALSE
"P_BUTJAM13",479,175,0,0,FALSE,FALSE,FALSE
"P_BUTNIT01",477,0,2,0,FALSE,TRUE,FALSE
"P_BUTSTR01",479,0,0,0,FALSE,FALSE,FALSE
"P_BUVIR07",479,0,0,0,FALSE,FALSE,FALSE
"P_BUVIR09",479,0,0,0,FALSE,FALSE,FALSE
"P_BWTE09",479,0,0,0,FALSE,FALSE,FALSE
"P_BWTE11",479,0,0,0,FALSE,FALSE,FALSE
"P_BWTE13",479,0,0,0,FALSE,FALSE,FALSE
"P_BWTE16",479,0,0,0,FALSE,FALSE,FALSE
"P_CACEL01",305,0,174,0,FALSE,TRUE,FALSE
"P_CALON01",478,0,1,0,FALSE,TRUE,FALSE
"P_CAMBRA01",479,0,0,0,FALSE,FALSE,FALSE
"P_CAMBRA02",479,0,0,0,FALSE,FALSE,FALSE
"P_CANLEU01",477,0,2,0,FALSE,TRUE,FALSE
"P_CANLEU02",477,0,2,0,FALSE,TRUE,FALSE
"P_CANSUP01",478,0,1,0,FALSE,TRUE,FALSE
"P_CAOBS01",478,0,1,0,FALSE,TRUE,FALSE
"P_CARCAR11",479,1,0,0,FALSE,FALSE,TRUE
"P_CARCAR22",477,0,2,0,FALSE,TRUE,FALSE
"P_CARCHL03",479,0,0,0,FALSE,FALSE,FALSE
"P_CARMEX01",479,0,0,0,FALSE,FALSE,FALSE
"P_CARMEX05",281,0,198,0,FALSE,TRUE,FALSE
"P_CARPUL01",324,0,155,0,FALSE,TRUE,FALSE
"P_CASFUS01",477,0,2,0,FALSE,TRUE,FALSE
"P_CATBIC08",479,0,0,0,FALSE,FALSE,FALSE
"P_CATBIC09",479,0,0,0,FALSE,FALSE,FALSE
"P_CATFUS10",479,0,0,0,FALSE,FALSE,FALSE
"P_CATFUS11",479,0,0,0,FALSE,FALSE,TRUE
"P_CATFUS12",479,0,0,0,FALSE,FALSE,FALSE
"P_CATFUS13",479,0,0,0,FALSE,FALSE,FALSE
"P_CATFUS14",479,0,0,0,FALSE,FALSE,FALSE
"P_CATFUS21",478,0,1,0,FALSE,TRUE,FALSE
"P_CATFUS29",477,0,2,0,FALSE,TRUE,FALSE
"P_CATUST01",368,0,111,0,FALSE,TRUE,TRUE
"P_CATUST03",276,0,203,0,FALSE,TRUE,FALSE
"P_CATUST04",276,0,203,0,FALSE,TRUE,FALSE
"P_CATUST05",479,0,0,0,FALSE,FALSE,FALSE
"P_CATUST06",479,0,0,0,FALSE,FALSE,TRUE
"P_CATUST21",479,0,0,0,FALSE,FALSE,FALSE
"P_CATUST48",477,0,2,0,FALSE,TRUE,FALSE
"P_CATUST49",477,0,2,0,FALSE,TRUE,FALSE
"P_CCF20",479,0,0,0,FALSE,FALSE,FALSE
"P_CCF25",463,0,16,0,FALSE,TRUE,FALSE
"P_CERCIN01",477,0,2,0,FALSE,TRUE,FALSE
"P_CERCIN02",477,0,2,0,FALSE,TRUE,FALSE
"P_CERCIN03",477,0,2,0,FALSE,TRUE,FALSE
"P_CERERY01",477,0,2,0,FALSE,TRUE,FALSE
"P_CERMEN01",477,0,2,0,FALSE,TRUE,FALSE
"P_CERNOV01",479,0,0,0,FALSE,FALSE,FALSE
"P_CERRUB01",477,0,2,0,FALSE,TRUE,FALSE
"P_CERSER01",477,0,2,0,FALSE,TRUE,FALSE
"P_CERSER02",478,0,1,0,FALSE,TRUE,FALSE
"P_CET01",470,0,9,0,FALSE,TRUE,TRUE
"P_CHAAM01",476,0,3,0,FALSE,TRUE,FALSE
"P_CHACAM01",464,0,15,0,FALSE,TRUE,FALSE
"P_CHACAM02",478,0,1,0,FALSE,TRUE,FALSE
"P_CHACAM03",477,0,2,0,FALSE,TRUE,FALSE
"P_CHACAM04",479,0,0,0,FALSE,FALSE,FALSE
"P_CHAIND01",249,0,230,0,FALSE,TRUE,FALSE
"P_CHANOB01",479,0,0,0,FALSE,FALSE,FALSE
"P_CHAPOL03",479,0,0,0,FALSE,FALSE,FALSE
"P_CHAPOL05",473,0,6,0,FALSE,TRUE,FALSE
"P_CHASEN07",479,0,0,0,FALSE,FALSE,FALSE
"P_CHICAU02",479,0,0,0,FALSE,FALSE,FALSE
"P_CHLAEN01",477,0,2,0,FALSE,TRUE,FALSE
"P_CHLSPI01",477,0,2,0,FALSE,TRUE,FALSE
"P_CIAE01",479,0,0,0,FALSE,FALSE,FALSE
"P_CIAE07",478,0,1,0,FALSE,TRUE,FALSE
"P_CIANO01",479,0,0,0,FALSE,FALSE,FALSE
"P_CINCHA01",479,0,0,0,FALSE,FALSE,FALSE
"P_CINCHA02",463,0,16,0,FALSE,TRUE,FALSE
"P_CINCHL01",479,0,0,0,FALSE,FALSE,TRUE
"P_CINCHL02",305,0,174,0,FALSE,TRUE,TRUE
"P_CINCOQ01",479,0,0,0,FALSE,FALSE,FALSE
"P_CINMOR01",479,0,0,0,FALSE,FALSE,FALSE
"P_CINPRE02",340,0,139,0,FALSE,TRUE,TRUE
"P_CINRUF01",479,0,0,0,FALSE,FALSE,FALSE
"P_CINVEN01",463,0,16,0,FALSE,TRUE,FALSE
"P_CINVEN02",479,0,0,0,FALSE,FALSE,FALSE
"P_CLAPRE02",478,0,1,0,FALSE,TRUE,FALSE
"P_COECOE02",477,0,2,0,FALSE,TRUE,FALSE
"P_COECOE06",478,1,1,0,FALSE,TRUE,FALSE
"P_COETOR01",478,0,1,0,FALSE,TRUE,FALSE
"P_COETOR03",465,0,14,0,FALSE,TRUE,FALSE
"P_COEVIO04",478,0,1,0,FALSE,TRUE,FALSE
"P_COFLA10",479,0,0,0,FALSE,FALSE,FALSE
"P_COFLA11",479,0,0,0,FALSE,FALSE,FALSE
"P_COLESC01",301,0,178,0,FALSE,TRUE,FALSE
"P_COLL1",479,0,0,0,FALSE,FALSE,FALSE
"P_COLL10",467,0,12,0,FALSE,TRUE,FALSE
"P_COLL11",479,0,0,0,FALSE,FALSE,FALSE
"P_COLL12",479,0,0,0,FALSE,FALSE,FALSE
"P_COLL13",479,0,0,0,FALSE,FALSE,TRUE
"P_COLL4_Plasmodium_homocircumflexum_",479,0,0,0,FALSE,FALSE,FALSE
"P_COLL6_Plasmodium_delichoni",479,0,0,0,FALSE,FALSE,FALSE
"P_COLL7",479,0,0,0,FALSE,FALSE,FALSE
"P_COLMEG06",479,0,0,0,FALSE,FALSE,FALSE
"P_COLPIC02",477,0,2,0,FALSE,TRUE,FALSE
"P_COLRIV02",452,1,27,0,FALSE,TRUE,FALSE
"P_COLTAL05",478,0,1,0,FALSE,TRUE,FALSE
"P_COMEL01",478,0,1,0,FALSE,TRUE,FALSE
"P_CONAUR01",477,0,2,0,FALSE,TRUE,FALSE
"P_CONCAS01",477,0,2,0,FALSE,TRUE,FALSE
"P_CONCIN01",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN01",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN02",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN03",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN04",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN05",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN06",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN07",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN08",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN09",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN10",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN11",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN12",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN13",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN14",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN15",478,0,1,0,FALSE,TRUE,FALSE
"P_CONLIN16",478,0,1,0,FALSE,TRUE,FALSE
"P_CONMEL02",479,0,0,0,FALSE,FALSE,FALSE
"P_COPALB01",467,0,12,0,FALSE,TRUE,FALSE
"P_COPALB02",479,0,0,0,FALSE,FALSE,FALSE
"P_COPALB03",479,0,0,0,FALSE,FALSE,FALSE
"P_COPIL01",478,0,1,0,FALSE,TRUE,FALSE
"P_COPIL02",478,0,1,0,FALSE,TRUE,FALSE
"P_COPLUZ01",464,0,15,0,FALSE,TRUE,FALSE
"P_COPMAL02",479,0,0,0,FALSE,FALSE,FALSE
"P_COQUI01",479,0,0,0,FALSE,FALSE,FALSE
"P_COQUI02",479,0,0,0,FALSE,FALSE,FALSE
"P_COQUI03",479,0,0,0,FALSE,FALSE,FALSE
"P_COQUI04",251,0,228,0,FALSE,TRUE,FALSE
"P_COQUI06",439,0,40,0,FALSE,TRUE,FALSE
"P_COQUI07",433,0,46,0,FALSE,TRUE,FALSE
"P_CORCAU05",425,0,54,0,FALSE,TRUE,TRUE
"P_CORCUC01",477,0,2,0,FALSE,TRUE,FALSE
"P_COREG01",478,0,1,0,FALSE,TRUE,FALSE
"P_CORPIL01",477,0,2,0,FALSE,TRUE,FALSE
"P_CORPIL02",477,0,2,0,FALSE,TRUE,FALSE
"P_CORPIL05",477,0,2,0,FALSE,TRUE,FALSE
"P_CORPIL07",477,0,2,0,FALSE,TRUE,FALSE
"P_CORPIL09",477,0,2,0,FALSE,TRUE,FALSE
"P_CORPIL12",477,0,2,0,FALSE,TRUE,FALSE
"P_CORPIL13",477,0,2,0,FALSE,TRUE,FALSE
"P_CORPIL14",477,0,2,0,FALSE,TRUE,FALSE
"P_CORPIL15",477,0,2,0,FALSE,TRUE,FALSE
"P_COSUN2",479,0,0,0,FALSE,FALSE,FALSE
"P_COTCOT01",479,0,0,0,FALSE,FALSE,FALSE
"P_COTCOT02",479,0,0,0,FALSE,FALSE,FALSE
"P_CRAMUR01",249,0,230,0,FALSE,TRUE,FALSE
"P_CRAMUR02",479,0,0,0,FALSE,FALSE,FALSE
"P_CRAQUO02",473,0,6,0,FALSE,TRUE,FALSE
"P_CRAVUL01",477,0,2,0,FALSE,TRUE,FALSE
"P_CRECIN01",453,0,26,0,FALSE,TRUE,FALSE
"P_CRECRE01",438,0,41,0,FALSE,TRUE,FALSE
"P_CRICAP01",478,0,1,0,FALSE,TRUE,FALSE
"P_CRICHL01",479,0,0,0,FALSE,FALSE,FALSE
"P_CRICHL02",478,0,1,0,FALSE,TRUE,FALSE
"P_CRICHL03",476,0,3,0,FALSE,TRUE,FALSE
"P_CRIMOZ01",478,0,1,0,FALSE,TRUE,FALSE
"P_CRIMOZ03",453,0,26,0,FALSE,TRUE,FALSE
"P_CRYUND01",477,0,2,0,FALSE,TRUE,FALSE
"P_CUCROC01",479,0,0,0,FALSE,FALSE,TRUE
"P_CULDER01",479,0,0,0,FALSE,FALSE,FALSE
"P_CULEX01",479,0,0,0,FALSE,FALSE,FALSE
"P_CULEX02",479,0,0,0,FALSE,FALSE,FALSE
"P_CULEX03",479,0,0,0,FALSE,FALSE,FALSE
"P_CULEX04",479,0,0,0,FALSE,FALSE,FALSE
"P_CULEX05",479,0,0,0,FALSE,FALSE,FALSE
"P_CULEX06",479,0,0,0,FALSE,FALSE,FALSE
"P_CULFES01",479,0,0,0,FALSE,FALSE,FALSE
"P_CULMAX01",479,0,0,0,FALSE,FALSE,FALSE
"P_CULNAV03",474,0,5,0,FALSE,TRUE,FALSE
"P_CULOBS01",479,0,0,0,FALSE,FALSE,FALSE
"P_CULPER01",479,0,0,0,FALSE,FALSE,FALSE
"P_CULPER02",478,0,1,0,FALSE,TRUE,FALSE
"P_CULPIP01",479,0,0,0,FALSE,FALSE,FALSE
"P_CULPIP02",474,0,5,0,FALSE,TRUE,FALSE
"P_CULPIP04",479,0,0,0,FALSE,FALSE,FALSE
"P_CULPIP05",479,0,0,0,FALSE,FALSE,FALSE
"P_CULPIP06",479,0,0,0,FALSE,FALSE,FALSE
"P_CULPIP07",479,0,0,0,FALSE,FALSE,FALSE
"P_CULSP01",479,0,0,0,FALSE,FALSE,FALSE
"P_CULSP02",479,0,0,0,FALSE,FALSE,FALSE
"P_CULSP03",479,0,0,0,FALSE,FALSE,FALSE
"P_CULSP04",479,0,0,0,FALSE,FALSE,FALSE
"P_CULUNI02",479,0,0,0,FALSE,FALSE,FALSE
"P_CURCUR01",477,0,2,0,FALSE,TRUE,TRUE
"P_CWT09",463,1,16,0,FALSE,TRUE,FALSE
"P_CXBIT01",478,0,1,0,FALSE,TRUE,FALSE
"P_CXINA01",478,0,1,0,FALSE,TRUE,FALSE
"P_CXINA02",478,0,1,0,FALSE,TRUE,FALSE
"P_CXNEA01",469,0,10,0,FALSE,TRUE,FALSE
"P_CXNIG01",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPER01",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPER02",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPER04",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPER05",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPER06",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPER07",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP01",334,0,145,0,FALSE,TRUE,FALSE
"P_CXPIP02",322,0,157,0,FALSE,TRUE,FALSE
"P_CXPIP03",338,0,141,0,FALSE,TRUE,FALSE
"P_CXPIP04",359,0,120,0,FALSE,TRUE,FALSE
"P_CXPIP05",359,0,120,0,FALSE,TRUE,FALSE
"P_CXPIP06",359,0,120,0,FALSE,TRUE,FALSE
"P_CXPIP07",359,0,120,0,FALSE,TRUE,FALSE
"P_CXPIP09",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPIP10",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP11",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP12",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP13",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP14",472,0,7,0,FALSE,TRUE,FALSE
"P_CXPIP15",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPIP20",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPIP21",479,0,0,0,FALSE,FALSE,TRUE
"P_CXPIP22",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPIP23",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPIP24",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP25",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP26",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP30",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPIP31",423,0,56,0,FALSE,TRUE,FALSE
"P_CXPIP32",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPIP33",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPIP34",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP35",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP36",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP37",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP38",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP39",478,0,1,0,FALSE,TRUE,FALSE
"P_CXPIP40",437,0,42,0,FALSE,TRUE,FALSE
"P_CXPIP41",479,0,0,0,FALSE,FALSE,FALSE
"P_CXPIP42",452,0,27,0,FALSE,TRUE,FALSE
"P_CXPOI01",464,0,15,0,FALSE,TRUE,FALSE
"P_CXQUI01",479,0,0,0,FALSE,FALSE,FALSE
"P_CXQUI02",479,0,0,0,FALSE,FALSE,FALSE
"P_CXQUI03",479,0,0,0,FALSE,FALSE,FALSE
"P_CXQUI04",478,0,1,0,FALSE,TRUE,FALSE
"P_CXRES01",359,0,120,0,FALSE,TRUE,FALSE
"P_CXRES02",349,1,130,0,FALSE,TRUE,FALSE
"P_CXRES03",359,0,120,0,FALSE,TRUE,FALSE
"P_CXRES04",478,3,1,0,FALSE,TRUE,FALSE
"P_CXRES05",345,0,134,0,FALSE,TRUE,FALSE
"P_CXRES06",479,0,0,0,FALSE,FALSE,FALSE
"P_CXSAL01",478,0,1,0,FALSE,TRUE,FALSE
"P_CXSAL02",478,0,1,0,FALSE,TRUE,FALSE
"P_CXTHE01",427,0,52,0,FALSE,TRUE,TRUE
"P_CXTRI01",478,0,1,0,FALSE,TRUE,FALSE
"P_CYACYA03",477,0,2,0,FALSE,TRUE,FALSE
"P_CYACYA04",477,0,2,0,FALSE,TRUE,FALSE
"P_CYACYA09",477,0,2,0,FALSE,TRUE,FALSE
"P_CYAOLI01",479,0,0,0,FALSE,FALSE,FALSE
"P_CYAOLI02",479,0,0,0,FALSE,FALSE,FALSE
"P_CYAOLI04",479,0,0,0,FALSE,FALSE,TRUE
"P_CYAOLI09_Plasmodium_lucens",479,0,0,0,FALSE,FALSE,TRUE
"P_CYAOLI10",276,0,203,0,FALSE,TRUE,TRUE
"P_CYAOLI11",479,0,0,0,FALSE,FALSE,FALSE
"P_CYAOLI12",479,0,0,0,FALSE,FALSE,FALSE
"P_CYAOLI13",340,0,139,0,FALSE,TRUE,FALSE
"P_CYAOLI14",455,0,24,0,FALSE,TRUE,FALSE
"P_CYAOLI19",479,0,0,0,FALSE,FALSE,FALSE
"P_CYAORI01",479,0,0,0,FALSE,FALSE,FALSE
"P_CYAORI02",330,0,149,0,FALSE,TRUE,FALSE
"P_CYAVER01",340,0,139,0,FALSE,TRUE,FALSE
"P_CYAVER02",478,0,1,0,FALSE,TRUE,FALSE
"P_CYCGUJ01",477,0,2,0,FALSE,TRUE,FALSE
"P_CYCYA01",479,0,0,0,FALSE,FALSE,FALSE
"P_CYCYA02",479,0,0,0,FALSE,FALSE,FALSE
"P_CYCYA03",360,0,119,0,FALSE,TRUE,FALSE
"P_CYHAI01",446,0,33,0,FALSE,TRUE,FALSE
"P_CYMSAN01",477,0,2,0,FALSE,TRUE,FALSE
"P_CYNOV1",479,0,0,0,FALSE,FALSE,TRUE
"P_CYPARA01",477,0,2,0,FALSE,TRUE,FALSE
"P_DACCAY01",477,0,2,0,FALSE,TRUE,FALSE
"P_DELFRA03",447,0,32,0,FALSE,TRUE,FALSE
"P_DELFRA04",479,0,0,0,FALSE,FALSE,TRUE
"P_DELURB4",479,0,0,0,FALSE,FALSE,FALSE
"P_DELURB5",479,0,0,0,FALSE,FALSE,FALSE
"P_DELURB6",479,0,0,0,FALSE,FALSE,FALSE
"P_DENCER01",477,0,2,0,FALSE,TRUE,FALSE
"P_DENCOR02",294,0,185,0,FALSE,TRUE,FALSE
"P_DENCOR09",477,0,2,0,FALSE,TRUE,TRUE
"P_DENDIS01",479,0,0,0,FALSE,FALSE,FALSE
"P_DENFUL02",477,0,2,0,FALSE,TRUE,FALSE
"P_DENFUL03",477,0,2,0,FALSE,TRUE,FALSE
"P_DENMER01",477,0,2,0,FALSE,TRUE,FALSE
"P_DENMER02",477,0,2,0,FALSE,TRUE,FALSE
"P_DENPEN01",368,0,111,0,FALSE,TRUE,TRUE
"P_DENPET02",285,0,194,0,FALSE,TRUE,FALSE
"P_DENPET03_Plasmodium_nucleophilum",479,0,0,0,FALSE,FALSE,FALSE
"P_DENSAN01",477,0,2,0,FALSE,TRUE,FALSE
"P_DENSTR03",477,0,2,0,FALSE,TRUE,FALSE
"P_DENSTR04",477,0,2,0,FALSE,TRUE,FALSE
"P_DENVID01",479,0,0,0,FALSE,FALSE,FALSE
"P_DENVID02",479,0,0,0,FALSE,FALSE,TRUE
"P_DETUR01",478,0,1,0,FALSE,TRUE,FALSE
"P_DICCIN01",477,0,2,0,FALSE,TRUE,FALSE
"P_DIGCYA02",456,0,23,0,FALSE,TRUE,TRUE
"P_DIGCYA08_Plasmodium_lutzi",479,0,0,0,FALSE,FALSE,FALSE
"P_DIGLAF01_Plasmodium_lutzi",479,0,0,0,FALSE,FALSE,TRUE
"P_DIGLAF02_Plasmodium_lutzi",479,0,0,0,FALSE,FALSE,FALSE
"P_DIUDIU02",477,0,2,0,FALSE,TRUE,FALSE
"P_DIUDIU03",477,0,2,0,FALSE,TRUE,FALSE
"P_DIVDIV01",479,0,0,0,FALSE,FALSE,FALSE
"P_DIXPIP01",477,0,2,0,FALSE,TRUE,FALSE
"P_DOLFRI01",360,0,119,0,FALSE,TRUE,FALSE
"P_DOLORY01",393,0,86,0,FALSE,TRUE,FALSE
"P_DOLORY02",479,0,0,0,FALSE,FALSE,FALSE
"P_DONANA01",478,0,1,0,FALSE,TRUE,FALSE
"P_DONANA02",478,0,1,0,FALSE,TRUE,FALSE
"P_DONANA03",478,0,1,0,FALSE,TRUE,FALSE
"P_DONANA04",478,0,1,0,FALSE,TRUE,FALSE
"P_DONANA05",478,0,1,0,FALSE,TRUE,FALSE
"P_DONANA08",478,0,1,0,FALSE,TRUE,FALSE
"P_DUMCAR09",478,0,1,0,FALSE,TRUE,FALSE
"P_DUMCAR26",477,0,2,0,FALSE,TRUE,FALSE
"P_DUMCAR48",477,0,2,0,FALSE,TRUE,FALSE
"P_DYSMEN01",477,0,2,0,FALSE,TRUE,FALSE
"P_DYSMEN03",477,0,2,0,FALSE,TRUE,FALSE
"P_DYSMEN04",477,0,2,0,FALSE,TRUE,FALSE
"P_DYSMEN05",478,0,1,0,FALSE,TRUE,FALSE
"P_DYSSTR01",477,0,2,0,FALSE,TRUE,FALSE
"P_DYSSTR02",477,0,2,0,FALSE,TRUE,FALSE
"P_ELAALB03",477,0,2,0,FALSE,TRUE,FALSE
"P_ELAALB04",477,0,2,0,FALSE,TRUE,FALSE
"P_ELAALB07",477,0,2,0,FALSE,TRUE,FALSE
"P_ELAALB08",476,1,3,0,FALSE,TRUE,FALSE
"P_ELAALB09",477,0,2,0,FALSE,TRUE,FALSE
"P_ELACRI01",479,1,0,0,FALSE,FALSE,FALSE
"P_ELALB02",463,0,16,0,FALSE,TRUE,TRUE
"P_ELALB03",315,0,164,0,FALSE,TRUE,FALSE
"P_ELAPAR01",479,0,0,0,FALSE,FALSE,FALSE
"P_EMBHER01",479,0,0,0,FALSE,FALSE,FALSE
"P_EMBPLA01",479,0,0,0,FALSE,FALSE,FALSE
"P_EMGOD03",479,0,0,0,FALSE,FALSE,FALSE
"P_EMHOR1",361,0,118,0,FALSE,TRUE,TRUE
"P_EMPHAM02",478,2,1,0,FALSE,TRUE,FALSE
"P_EMPUL01",315,0,164,0,FALSE,TRUE,FALSE
"P_EMSPO06",479,0,0,0,FALSE,FALSE,FALSE
"P_ENRUF01",461,0,18,0,FALSE,TRUE,FALSE
"P_ENRUF02",431,0,48,0,FALSE,TRUE,FALSE
"P_ENTLEU01",477,0,2,0,FALSE,TRUE,FALSE
"P_ERIRUB01",479,0,0,0,FALSE,FALSE,FALSE
"P_ERZAN01",446,0,33,0,FALSE,TRUE,FALSE
"P_EUCHL01",478,0,1,0,FALSE,TRUE,FALSE
"P_EUDCHR02",478,0,1,0,FALSE,TRUE,FALSE
"P_EULNIG01",479,0,0,0,FALSE,FALSE,FALSE
"P_EUPARD01",479,0,0,0,FALSE,FALSE,FALSE
"P_EUPXAN01",477,0,2,0,FALSE,TRUE,FALSE
"P_EURCUR01",479,0,0,0,FALSE,FALSE,FALSE
"P_EURLAT02",479,0,0,0,FALSE,FALSE,FALSE
"P_EUTAQU01",456,0,23,0,FALSE,TRUE,FALSE
"P_EUVIO01",478,0,1,0,FALSE,TRUE,FALSE
"P_FADEI01",413,0,66,1,TRUE,TRUE,FALSE
"P_FALPER02",477,0,2,0,FALSE,TRUE,FALSE
"P_FALPER04",477,0,2,0,FALSE,TRUE,FALSE
"P_FALPER05",477,0,2,0,FALSE,TRUE,FALSE
"P_FALTIN05",479,0,0,0,FALSE,FALSE,FALSE
"P_FALTIN14",479,0,0,0,FALSE,FALSE,FALSE
"P_FALTIN15",479,0,0,0,FALSE,FALSE,FALSE
"P_FANTAIL01_Plasmodium_collidatum",479,0,0,0,FALSE,FALSE,FALSE
"P_FICZAN19",479,0,0,0,FALSE,FALSE,FALSE
"P_FICZAN23",479,0,0,0,FALSE,FALSE,TRUE
"P_FIPAR01",479,0,0,0,FALSE,FALSE,FALSE
"P_FOCOL01",478,0,1,0,FALSE,TRUE,FALSE
"P_FOCOL02",478,0,1,0,FALSE,TRUE,FALSE
"P_FOMEL01",478,0,1,0,FALSE,TRUE,FALSE
"P_FOMEL02",479,0,0,0,FALSE,FALSE,FALSE
"P_FOMEL03",479,0,0,0,FALSE,FALSE,FALSE
"P_FORANA01",464,0,15,0,FALSE,TRUE,FALSE
"P_FORANA02",479,0,0,0,FALSE,FALSE,FALSE
"P_FORANA03",477,0,2,0,FALSE,TRUE,FALSE
"P_FORCOL01",477,0,2,0,FALSE,TRUE,FALSE
"P_FORCOL02",477,0,2,0,FALSE,TRUE,FALSE
"P_FORCOL03",477,0,2,0,FALSE,TRUE,FALSE
"P_FORCOL04",477,0,2,0,FALSE,TRUE,FALSE
"P_FORCOL05",477,0,2,0,FALSE,TRUE,FALSE
"P_FORCOL06",477,0,2,0,FALSE,TRUE,FALSE
"P_FORCOL07",477,0,2,0,FALSE,TRUE,FALSE
"P_FORCOL08",477,0,2,0,FALSE,TRUE,FALSE
"P_FORCOL09",479,0,0,0,FALSE,FALSE,FALSE
"P_FORGRI01",477,0,2,0,FALSE,TRUE,FALSE
"P_FORGRI02",477,0,2,0,FALSE,TRUE,FALSE
"P_FORGRI03",477,0,2,0,FALSE,TRUE,FALSE
"P_FORRUF01",477,0,2,0,FALSE,TRUE,FALSE
"P_FOSER01",478,0,1,0,FALSE,TRUE,FALSE
"P_FOUMAD03",479,0,0,0,FALSE,FALSE,FALSE
"P_FOUOMI03",479,0,0,0,FALSE,FALSE,FALSE
"P_FOUOMI04",479,0,0,0,FALSE,FALSE,TRUE
